도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
청소작은도서관,충청남도,보령시,작은도서관,"매주 일, 월요일, 국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",09:00,18:00,09:00,18:00,00:00,00:00,9,1114,0,0,5,14,충청남도 보령시 청소면 청소큰길 167,충청남도 보령시청,041-930-0805,1434,31,http://library.brcn.go.kr,36.4454624,126.5895719,2020-09-04,4510000,충청남도 보령시
제주시기적의도서관,제주특별자치도,제주시,공공도서관,월요일+1월1일+설연휴+추석연휴+12월31일,09:00,18:00,09:00,18:00,09:00,18:00,150,59602,16,2607,5,15,제주특별자치도 제주시 동광로 12길19,제주시,064-728-1504,2126,728,http://lib.jeju.go.kr/,33.5017649629,126.5355283232,2020-12-01,6500000,제주특별자치도
조천읍도서관,제주특별자치도,제주시,공공도서관,금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,115,62786,60,2179,5,15,제주특별자치도 제주시 조천읍 일주동로 1189,제주시,064-728-1505,9336,1231,http://lib.jeju.go.kr/,33.5377053737,126.6676185587,2020-12-01,6500000,제주특별자치도
탐라도서관,제주특별자치도,제주시,공공도서관,금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,337,201335,124,6094,5,15,제주특별자치도 제주시 정원로 50,제주시,064-728-1506,15897,4998,http://lib.jeju.go.kr/,33.4791983537,126.4762462463,2020-12-01,6500000,제주특별자치도
애월도서관,제주특별자치도,제주시,공공도서관,금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,85,81484,17,2576,5,15,제주특별자치도 제주시 애월읍 일주서로 6339,제주시,064-728-1507,3599,1501,http://lib.jeju.go.kr/,33.4633216438,126.3313092011,2020-12-01,6500000,제주특별자치도
한경도서관,제주특별자치도,제주시,공공도서관,금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,22:00,09:00,22:00,84,60259,21,1651,5,15,제주특별자치도 제주시 한경면 신한로13,제주시,064-728-1508,5852,1048,http://lib.jeju.go.kr/,33.3501059263,126.1845311704,2020-12-01,6500000,제주특별자치도
서귀포시삼매봉도서관,제주특별자치도,서귀포시,공공도서관,금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,38,109758,27,4169,5,15,제주특별자치도 서귀포시 남성중로153번길 15,서귀포시,064-733-1524,13189,1624,http://lib.jeju.go.kr/,33.2448475521,126.5511957614,2020-12-01,6500000,제주특별자치도
서귀포시중앙도서관,제주특별자치도,서귀포시,공공도서관,금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,65,107280,30,8043,5,15,제주특별자치도 서귀포시 김정문화로 32,서귀포시,064-739-1516,20882,3394,http://lib.jeju.go.kr/,33.2514173933,126.5076218419,2020-12-01,6500000,제주특별자치도
서귀포시동부도서관,제주특별자치도,서귀포시,공공도서관,월요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,104,74669,35,6484,5,15,제주특별자치도 서귀포시 일주동로 8232,서귀포시,064-767-1524,8859,1424,http://lib.jeju.go.kr/,33.2617581630,126.6083178739,2020-12-01,6500000,제주특별자치도
서귀포시서부도서관,제주특별자치도,서귀포시,공공도서관,월요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,60,66260,31,3424,5,15,제주특별자치도 서귀포시 중문관광로 346,서귀포시,064-739-9862,7927,1300,http://lib.jeju.go.kr/,33.2509055913,126.4321520265,2020-12-01,6500000,제주특별자치도
서귀포기적의도서관,제주특별자치도,서귀포시,공공도서관,월요일+1월1일+설연휴+추석연휴+12월31일,09:00,19:00,09:00,19:00,09:00,19:00,280,69113,26,3352,5,15,제주특별자치도 서귀포시 일주동로 8593,서귀포시,064-732-3251,16190,911,http://lib.jeju.go.kr/,33.2543138960,126.5699887569,2020-12-01,6500000,제주특별자치도
성산일출도서관,제주특별자치도,서귀포시,공공도서관,금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,120,86253,30,8706,5,15,제주특별자치도 서귀포시 성산읍 고성오조로 133,서귀포시,064-783-4227,7007,2115,http://lib.jeju.go.kr/,33.4552737451,126.9122988900,2020-12-01,6500000,제주특별자치도
안덕산방도서관,제주특별자치도,서귀포시,공공도서관,금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,50,69845,28,4137,5,15,제주특별자치도 서귀포시 안덕면 화순서서로 44,서귀포시,064-794-2489,3306,1838,http://lib.jeju.go.kr/,33.2550520064,126.3306508846,2020-12-01,6500000,제주특별자치도
표선도서관,제주특별자치도,서귀포시,공공도서관,금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,68,75522,28,3025,5,15,제주특별자치도 서귀포시 표선면 표선백사로 110번길 17-10,서귀포시,064-787-5488,5840,2039,http://lib.jeju.go.kr/,33.3237759743,126.8384971612,2020-12-01,6500000,제주특별자치도
제주도서관,제주특별자치도,제주시,공공도서관,매월첫째·셋째·다섯째월요일+1월1일+설날+추석,09:00,22:00,09:00,18:00,09:00,18:00,180,257131,110,23460,5,15,제주특별자치도 제주시 연삼로 489,교육청,064-717-6400,24789,3324,http://www.jejulib.or.kr/,33.5012716092,126.5403630559,2020-12-01,6500000,제주특별자치도
중원청소년,경기도,성남시,작은도서관,공휴일,10:00,20:00,10:00,20:00,00:00,00:00,40,27045,19,0,6,14,경기도 성남시 중원구 둔촌대로 332 (하대원동),청소년육성재단,031-729-9374,,158,https://www. Seongnam.small.Library,37.42992474,127.154991,2020-06-30,3780000,경기도 성남시
채움,경기도,성남시,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,1100,0,0,6,14,경기도 성남시 중원구 제일로 35번길 51,중원노인복지관,031-751-7450,,40,https://www. Seongnam.small.Library,37.43203626,127.131559,2020-06-30,3780000,경기도 성남시
임피채만식도서관,전라북도,군산시,공공도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,80,34055,9,0,5,14,전라북도 군산시 임피면 임피향교길 39,전라북도 군산시청,063-454-5655,2317,693,http://lib.gunsan.go.kr,35.98754425,126.8484693,2020-10-19,4670000,전라북도 군산시
구암작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,32,21428,12,0,5,14,전라북도 군산시 구암3.1로 245,전라북도 군산시청,063-454-5657,310,166,http://lib.gunsan.go.kr,35.9851392,126.7445904,2020-10-19,4670000,전라북도 군산시
미성작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,20510,9,0,5,14,전라북도 군산시 동아로 11,전라북도 군산시청,063-454-5658,313,313,http://lib.gunsan.go.kr,35.9612614390,126.6754742,2020-10-19,4670000,전라북도 군산시
월명작은도서관,전라북도,군산시,작은도서관,매주 일요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,63,18800,13,0,5,14,전라북도 군산시 구영7길 6,전라북도 군산시청,063-454-5659,236,236,http://lib.gunsan.go.kr,35.9841665,126.7088439,2020-10-19,4670000,전라북도 군산시
용흥,제주특별자치도,서귀포시,작은도서관,매주 금/일/공휴일,15:00,19:00,13:00,17:00,00:00,00:00,20,3152,0,0,3,14,제주특별자치도 서귀포시 용흥로 55,용흥마을회,064-739-3669,311,311,,33.2514557014,126.4824168484,2020-06-30,6520000,제주특별자치도 서귀포시
경기의정부교육도서관,경기도,의정부시,공공도서관,"매주월요일, 국가지정 공휴일 (다만, 일요일은 개관하되, 일요일과 다른 공휴일이겹치는 경우에는 휴관), 코로나 임시휴관중",09:00,20:00,09:00,17:00,09:00,17:00,270,121544,65,8043,10,14,경기도 의정부시 체육로 265-25 (녹양초등학교 내 위치),경기도교육청,031-836-9504,3390,2092,http://www.ujblib.or.kr,37.762902,127.036012,2020-07-10,7531298,경기도교육청 경기의정부교육도서관
한라도서관,제주특별자치도,제주시,공공도서관,수요일+1월1일+설연휴+추석연휴+12월31일,08:00,22:00,09:00,20:00,09:00,20:00,332,287202,323,17030,5,15,제주특별자치도 제주시 오남로 221,제주특별자치도,064-710-8666,22820,4822,http://lib.jeju.go.kr/,33.4762076291,126.5161964741,2020-12-01,6500000,제주특별자치도
우당도서관,제주특별자치도,제주시,공공도서관,월요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,657,263942,352,4739,5,15,제주특별자치도 제주시 사라봉동길 30,제주시,064-728-1503,24389,6839,http://lib.jeju.go.kr/,33.5148698082,126.5478680259,2020-12-01,6500000,제주특별자치도
중앙동,경기도,성남시,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,26,4507,0,0,6,14,경기도 성남시 중원구 광명로264번길 1(중앙동),주민센터,031-729-6848,,50,https://www. Seongnam.small.Library,37.442896,127.1562974,2020-06-30,3780000,경기도 성남시
작천정작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,28,3588,0,0,3,14,울산광역시 울주군 삼남면 작괘들길 2,울산광역시 울주군 산남면주민센터,052-254-5901,,66,www.uljulib.ulju.ulsan.kr,35.5409345,129.1084346,2020-10-23,3730000,울산광역시 울주군
가지산작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,10,7457,0,0,3,14,울산광역시 울주군 상북면 도동신리로 5,울산광역시 울주군 상북면주민센터,052-254-1240,,72,www.uljulib.ulju.ulsan.kr,35.5903025418,129.0908602280,2020-10-23,3730000,울산광역시 울주군
웅촌작은도서관,울산광역시,울주군,작은도서관,"매주 월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,6,7457,0,0,3,14,울산광역시 울주군 웅촌면 새초천길 12,울산광역시 울주군 웅촌면주민센터,052-221-2637,,66,www.uljulib.ulju.ulsan.kr,35.4612667,129.2083197,2020-10-23,3730000,울산광역시 울주군
늘푸름작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,7606,0,0,3,14,울산광역시 울주군 청량읍 신덕하3길 5,울산광역시 울주군 청량읍주민센터,052-257-1755,,61.4,www.uljulib.ulju.ulsan.kr,35.4930234950,129.3059778627,2020-10-23,3730000,울산광역시 울주군
해오름작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,15,7973,0,0,3,14,울산광역시 울주군 서생면 해맞이로 894,울산광역시 울주군 서생면주민센터,052-238-0245,,66,www.uljulib.ulju.ulsan.kr,35.3499577,129.3259379,2020-10-23,3730000,울산광역시 울주군
온양작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,38,3579,0,7,3,14,울산광역시 울주군 온양읍 남창1길 20,울산광역시 울주군 온양읍주민센터,052-238-9090,,83,www.uljulib.ulju.ulsan.kr,35.4193735,129.2804005,2020-10-23,3730000,울산광역시 울주군
책마을작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,6909,0,0,3,14,울산광역시 울주군 청량읍 군청로 1,울산광역시 울주군청,052-224-0090,,238,www.uljulib.ulju.ulsan.kr,35.5219071012,129.2413352051,2020-10-23,3730000,울산광역시 울주군
비산도서관,대구광역시,서구,공공도서관,월요일+공휴일,09:00,18:00,09:00,17:00,00:00,00:00,70,21958,25,962,10,15,대구광역시 서구 달서로 14길 13,대구광역시 서구청,053-663-3721,444,488.92,http://lib.dgs.go.kr/,35.868513,128.5733137,2020-10-23,3430000,대구광역시 서구
서구영어도서관,대구광역시,서구,공공도서관,월요일+공휴일,09:00,18:00,09:00,17:00,00:00,00:00,22,11146,7,1856,10,15,대구광역시 서구 평리로35길 90-6,대구광역시 서구청,053-663-3861,651,650.7,http://lib.dgs.go.kr/,35.86791327,128.544255,2020-10-23,3430000,대구광역시 서구
책사랑작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,30,2807,0,0,3,7,"경상남도 양산시 양주로 153, 양산신도시 주공3단지 아파트 복리동2층 (대동@건너)",,055-374-8331,43,43,http://lib.yangsan.go.kr,35.338204,129.031161,2020-10-22,5380000,경상남도 양산시
동원로얄듀크작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",14:00,18:00,00:00,00:00,00:00,00:00,45,11995,0,0,5,14,"경상남도 양산시 양주로 32, 동원로얄듀크@ 관리사무소 지하 1층(경비실 근처)",,055-364-7709,133,133,http://lib.yangsan.go.kr,35.330489,129.026898,2020-10-22,5380000,경상남도 양산시
디딤돌작은도서관,경상남도,양산시,작은도서관,법정공휴일,10:00,17:00,10:00,12:00,00:00,00:00,60,15645,0,0,5,14,"경상남도 양산시 양주로 39, 벽산블루밍내(807동앞이편한1차옆,105동앞)",,055-388-5455,179,179,http://lib.yangsan.go.kr,35.332642,129.026872,2020-10-22,5380000,경상남도 양산시
자금동 작은도서관,경기도,의정부시,작은도서관,"매주 토,일요일 및 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,25,16760,0,0,10,21,경기도 의정부시 거북로 13 (금오동),경기도 의정부시 자금동주민센터,031-870-7861,1184,75.6,http://www.uilib.go.kr,37.750311,127.058160,2020-09-25,3820000,경기도 의정부시
가능동 작은도서관,경기도,의정부시,작은도서관,"매주 토,일요일 및 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,36,13086,0,0,10,21,경기도 의정부시 신촌로 35 (가능동),경기도 의정부시 가능1동주민센터,031-870-7068,1670,132.14,http://www.uilib.go.kr,37.750541,127.038612,2020-09-25,3820000,경기도 의정부시
흥선동 작은도서관,경기도,의정부시,작은도서관,"매주 토,일요일 및 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,8577,0,550,10,21,경기도 의정부시 흥선로 20 (가능동),경기도 의정부시 흥선동주민센터,031-870-6880,2064,82.11,http://www.uilib.go.kr,37.746267,127.030649,2020-09-25,3820000,경기도 의정부시
녹양동 작은도서관,경기도,의정부시,작은도서관,"매주 토,일요일 및 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,17,16205,0,0,10,21,경기도 의정부시 진등로 21 (녹양동),경기도 의정부시 녹양동주민센터,031-870-7110,771,88,http://www.uilib.go.kr,37.760131,127.032307,2020-09-25,3820000,경기도 의정부시
희망 Library Center,경기도,의정부시,작은도서관,"매주 토,일요일 및 법정공휴일",11:00,20:00,00:00,00:00,00:00,00:00,16,8116,0,0,10,21,경기도 의정부시 평화로 525 (의정부동),경기도 의정부시 도서관운영과,031-836-9721,0,44,http://www.uilib.go.kr,37.737991,127.045880,2020-09-25,3820000,경기도 의정부시
목포영어도서관,전라남도,목포시,공공도서관,"매월 첫째주, 셋째주 월요일/ 국경일/ 공휴일//매분기마지막일",09:00,18:00,09:00,18:00,00:00,00:00,70,19817,2,939,5,14,전라남도 목포시 옥암로 186번길 30-7(석현동),목포시,061-270-3322,2476,935.03,http://www.mokpolib.or.kr,34.8148308846,126.4256024505,2020-10-08,4800000,전라남도 목포시
꿈쟁이작은도서관,광주광역시,남구,작은도서관,"공휴일, 매주 토요일",10:00,18:00,00:00,00:00,00:00,00:00,20,2500,0,0,0,0,광주광역시 남구 오방로 33-9,주향교회,062-676-1091,,36,,35.1280918572,126.9189985854,2020-08-31,3610000,광주광역시 남구
낮은울타리작은도서관,광주광역시,남구,작은도서관,공휴일,10:00,17:00,10:00,17:00,00:00,00:00,19,1000,0,0,0,0,광주광역시 남구 회재로1186번길 45,광주도성교회,062-682-1001,,44.46,,35.1279444283,126.8928043518,2020-08-31,3610000,광주광역시 남구
레인보우영동도서관,충청북도,영동군,공공도서관,금요일+공휴일,09:00,22:00,09:00,22:00,00:00,00:00,200,55771,90,4060,3,10,충청북도 영동군 영동읍 계산로2길 25,충청북도 영동군청,043-743-9600,2456,1947.48,www.rainbowlib.go.kr,36.1727527194,127.7777909492,2020-12-01,4440000,충청북도 영동군
영동교육도서관,충청북도,영동군,공공도서관,격주월요일+공휴일,08:00,22:00,08:00,22:00,00:00,00:00,423,75999,64,2146,5,7,충청북도 영동군 영동읍 학산영동로 1220,충청북도 영동교육지원청,043-744-5754,5102,1650,www.ydlib.go.kr,36.1713509,127.7727012,2020-12-01,4440000,충청북도 영동군
